ImageID,ans,HumanID
../input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,10,33
../input/data/train/images/000041_female_Asian_58/mask2.jpg,4,33
../input/data/train/images/000041_female_Asian_58/normal.jpg,16,33
../input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,7,34
../input/data/train/images/000043_male_Asian_56/mask1.jpg,1,34
../input/data/train/images/000043_male_Asian_56/normal.jpg,13,34
../input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,10,35
../input/data/train/images/000044_female_Asian_58/mask4.jpg,4,35
../input/data/train/images/000044_female_Asian_58/normal.jpg,16,35
../input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,10,36
../input/data/train/images/000045_female_Asian_56/mask5.jpg,4,36
../input/data/train/images/000045_female_Asian_56/normal.jpg,16,36
../input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,7,37
../input/data/train/images/000046_male_Asian_55/mask1.jpg,1,37
../input/data/train/images/000046_male_Asian_55/normal.jpg,13,37
../input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,7,38
../input/data/train/images/000047_male_Asian_58/mask2.jpg,1,38
../input/data/train/images/000047_male_Asian_58/normal.jpg,13,38
../input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,10,39
../input/data/train/images/000048_female_Asian_57/mask2.jpg,4,39
../input/data/train/images/000048_female_Asian_57/normal.jpg,16,39
../input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,10,40
../input/data/train/images/000062_female_Asian_55/mask4.jpg,4,40
../input/data/train/images/000062_female_Asian_55/normal.jpg,16,40
../input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,7,41
../input/data/train/images/000064_male_Asian_59/mask3.jpg,1,41
../input/data/train/images/000064_male_Asian_59/normal.jpg,13,41
../input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,10,42
../input/data/train/images/000066_female_Asian_53/mask1.jpg,4,42
../input/data/train/images/000066_female_Asian_53/normal.jpg,16,42
../input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg,10,43
../input/data/train/images/000067_female_Asian_54/mask2.jpg,4,43
../input/data/train/images/000067_female_Asian_54/normal.jpg,16,43
../input/data/train/images/000069_female_Asian_54/incorrect_mask.jpg,10,44
../input/data/train/images/000069_female_Asian_54/mask4.jpg,4,44
../input/data/train/images/000069_female_Asian_54/normal.jpg,16,44
../input/data/train/images/000070_female_Asian_58/incorrect_mask.jpg,10,45
../input/data/train/images/000070_female_Asian_58/mask1.jpg,4,45
../input/data/train/images/000070_female_Asian_58/normal.jpg,16,45
../input/data/train/images/000071_female_Asian_56/incorrect_mask.jpg,10,46
../input/data/train/images/000071_female_Asian_56/mask5.jpg,4,46
../input/data/train/images/000071_female_Asian_56/normal.jpg,16,46
../input/data/train/images/000073_female_Asian_52/incorrect_mask.jpg,10,47
../input/data/train/images/000073_female_Asian_52/mask4.jpg,4,47
../input/data/train/images/000073_female_Asian_52/normal.jpg,16,47
../input/data/train/images/000075_female_Asian_56/incorrect_mask.jpg,10,48
../input/data/train/images/000075_female_Asian_56/mask1.jpg,4,48
../input/data/train/images/000075_female_Asian_56/normal.jpg,16,48
../input/data/train/images/000077_male_Asian_59/incorrect_mask.jpg,7,49
../input/data/train/images/000077_male_Asian_59/mask4.jpg,1,49
../input/data/train/images/000077_male_Asian_59/normal.jpg,13,49
../input/data/train/images/000078_female_Asian_55/incorrect_mask.jpg,10,50
../input/data/train/images/000078_female_Asian_55/mask5.jpg,4,50
../input/data/train/images/000078_female_Asian_55/normal.jpg,16,50
../input/data/train/images/000079_female_Asian_57/incorrect_mask.jpg,10,51
../input/data/train/images/000079_female_Asian_57/mask5.jpg,4,51
../input/data/train/images/000079_female_Asian_57/normal.jpg,16,51
../input/data/train/images/000080_female_Asian_57/incorrect_mask.jpg,10,52
../input/data/train/images/000080_female_Asian_57/mask4.jpg,4,52
../input/data/train/images/000080_female_Asian_57/normal.jpg,16,52
../input/data/train/images/000206_female_Asian_57/incorrect_mask.jpg,10,53
../input/data/train/images/000206_female_Asian_57/mask1.jpg,4,53
../input/data/train/images/000206_female_Asian_57/normal.jpg,16,53
../input/data/train/images/000207_female_Asian_56/incorrect_mask.jpg,10,54
../input/data/train/images/000207_female_Asian_56/mask3.jpg,4,54
../input/data/train/images/000207_female_Asian_56/normal.jpg,16,54
../input/data/train/images/000209_female_Asian_56/incorrect_mask.jpg,10,55
../input/data/train/images/000209_female_Asian_56/mask2.jpg,4,55
../input/data/train/images/000209_female_Asian_56/normal.jpg,16,55
../input/data/train/images/000210_female_Asian_54/incorrect_mask.jpg,10,56
../input/data/train/images/000210_female_Asian_54/mask4.jpg,4,56
../input/data/train/images/000210_female_Asian_54/normal.jpg,16,56
../input/data/train/images/000212_female_Asian_51/incorrect_mask.jpg,10,57
../input/data/train/images/000212_female_Asian_51/mask5.jpg,4,57
../input/data/train/images/000212_female_Asian_51/normal.jpg,16,57
../input/data/train/images/000214_female_Asian_51/incorrect_mask.jpg,10,58
../input/data/train/images/000214_female_Asian_51/mask1.jpg,4,58
../input/data/train/images/000214_female_Asian_51/normal.jpg,16,58
../input/data/train/images/000215_female_Asian_59/incorrect_mask.jpg,10,59
../input/data/train/images/000215_female_Asian_59/mask5.jpg,4,59
../input/data/train/images/000215_female_Asian_59/normal.jpg,16,59
../input/data/train/images/000216_female_Asian_56/incorrect_mask.jpg,10,60
../input/data/train/images/000216_female_Asian_56/mask3.jpg,4,60
../input/data/train/images/000216_female_Asian_56/normal.jpg,16,60
../input/data/train/images/000217_female_Asian_54/incorrect_mask.jpg,10,61
../input/data/train/images/000217_female_Asian_54/mask3.jpg,4,61
../input/data/train/images/000217_female_Asian_54/normal.jpg,16,61
../input/data/train/images/000218_female_Asian_59/incorrect_mask.jpg,10,62
../input/data/train/images/000218_female_Asian_59/mask3.jpg,4,62
../input/data/train/images/000218_female_Asian_59/normal.jpg,16,62
../input/data/train/images/000219_female_Asian_53/incorrect_mask.jpg,10,63
../input/data/train/images/000219_female_Asian_53/mask3.jpg,4,63
../input/data/train/images/000219_female_Asian_53/normal.jpg,16,63
../input/data/train/images/000221_female_Asian_40/incorrect_mask.jpg,10,64
../input/data/train/images/000221_female_Asian_40/mask4.jpg,4,64
../input/data/train/images/000221_female_Asian_40/normal.jpg,16,64
../input/data/train/images/000224_female_Asian_56/incorrect_mask.jpg,10,65
../input/data/train/images/000224_female_Asian_56/mask5.jpg,4,65
../input/data/train/images/000224_female_Asian_56/normal.jpg,16,65
../input/data/train/images/000225_female_Asian_25/incorrect_mask.jpg,9,66
../input/data/train/images/000225_female_Asian_25/mask2.jpg,3,66
../input/data/train/images/000225_female_Asian_25/normal.jpg,15,66
../input/data/train/images/000226_female_Asian_58/incorrect_mask.jpg,10,67
../input/data/train/images/000226_female_Asian_58/mask4.jpg,4,67
../input/data/train/images/000226_female_Asian_58/normal.jpg,16,67
../input/data/train/images/000227_female_Asian_59/incorrect_mask.jpg,10,68
../input/data/train/images/000227_female_Asian_59/mask1.jpg,4,68
../input/data/train/images/000227_female_Asian_59/normal.jpg,16,68
../input/data/train/images/000228_female_Asian_56/incorrect_mask.jpg,10,69
../input/data/train/images/000228_female_Asian_56/mask3.jpg,4,69
../input/data/train/images/000228_female_Asian_56/normal.jpg,16,69
../input/data/train/images/000229_male_Asian_56/incorrect_mask.jpg,7,70
../input/data/train/images/000229_male_Asian_56/mask5.jpg,1,70
../input/data/train/images/000229_male_Asian_56/normal.jpg,13,70
../input/data/train/images/000231_male_Asian_56/incorrect_mask.jpg,7,71
../input/data/train/images/000231_male_Asian_56/mask2.jpg,1,71
../input/data/train/images/000231_male_Asian_56/normal.jpg,13,71
../input/data/train/images/000232_male_Asian_53/incorrect_mask.jpg,7,72
../input/data/train/images/000232_male_Asian_53/mask1.jpg,1,72
../input/data/train/images/000232_male_Asian_53/normal.jpg,13,72
../input/data/train/images/000235_male_Asian_57/incorrect_mask.jpg,7,73
../input/data/train/images/000235_male_Asian_57/mask3.jpg,1,73
../input/data/train/images/000235_male_Asian_57/normal.jpg,13,73
../input/data/train/images/000236_male_Asian_51/incorrect_mask.jpg,7,74
../input/data/train/images/000236_male_Asian_51/mask2.jpg,1,74
../input/data/train/images/000236_male_Asian_51/normal.jpg,13,74
../input/data/train/images/000237_male_Asian_56/incorrect_mask.jpg,7,75
../input/data/train/images/000237_male_Asian_56/mask1.jpg,1,75
../input/data/train/images/000237_male_Asian_56/normal.jpg,13,75
../input/data/train/images/000238_male_Asian_57/incorrect_mask.jpg,7,76
../input/data/train/images/000238_male_Asian_57/mask2.jpg,1,76
../input/data/train/images/000238_male_Asian_57/normal.jpg,13,76
../input/data/train/images/000240_male_Asian_57/incorrect_mask.jpg,7,77
../input/data/train/images/000240_male_Asian_57/mask5.jpg,1,77
../input/data/train/images/000240_male_Asian_57/normal.jpg,13,77
../input/data/train/images/000241_male_Asian_56/incorrect_mask.jpg,7,78
../input/data/train/images/000241_male_Asian_56/mask2.jpg,1,78
../input/data/train/images/000241_male_Asian_56/normal.jpg,13,78
../input/data/train/images/000242_male_Asian_56/incorrect_mask.jpg,7,79
../input/data/train/images/000242_male_Asian_56/mask2.jpg,1,79
../input/data/train/images/000242_male_Asian_56/normal.jpg,13,79
../input/data/train/images/000243_female_Asian_58/incorrect_mask.jpg,10,80
../input/data/train/images/000243_female_Asian_58/mask5.jpg,4,80
../input/data/train/images/000243_female_Asian_58/normal.jpg,16,80
../input/data/train/images/000244_female_Asian_56/incorrect_mask.jpg,10,81
../input/data/train/images/000244_female_Asian_56/mask2.jpg,4,81
../input/data/train/images/000244_female_Asian_56/normal.jpg,16,81
../input/data/train/images/000245_male_Asian_58/incorrect_mask.jpg,7,82
../input/data/train/images/000245_male_Asian_58/mask1.jpg,1,82
../input/data/train/images/000245_male_Asian_58/normal.jpg,13,82
../input/data/train/images/000248_female_Asian_54/incorrect_mask.jpg,10,83
../input/data/train/images/000248_female_Asian_54/mask4.jpg,4,83
../input/data/train/images/000248_female_Asian_54/normal.jpg,16,83
../input/data/train/images/000249_male_Asian_53/incorrect_mask.jpg,7,84
../input/data/train/images/000249_male_Asian_53/mask2.jpg,1,84
../input/data/train/images/000249_male_Asian_53/normal.jpg,13,84
../input/data/train/images/000255_female_Asian_59/incorrect_mask.jpg,10,85
../input/data/train/images/000255_female_Asian_59/mask5.jpg,4,85
../input/data/train/images/000255_female_Asian_59/normal.jpg,16,85
../input/data/train/images/000256_female_Asian_58/incorrect_mask.jpg,10,86
../input/data/train/images/000256_female_Asian_58/mask1.jpg,4,86
../input/data/train/images/000256_female_Asian_58/normal.jpg,16,86
../input/data/train/images/000260_female_Asian_58/incorrect_mask.jpg,10,87
../input/data/train/images/000260_female_Asian_58/mask5.jpg,4,87
../input/data/train/images/000260_female_Asian_58/normal.jpg,16,87
../input/data/train/images/000261_female_Asian_58/incorrect_mask.jpg,10,88
../input/data/train/images/000261_female_Asian_58/mask1.jpg,4,88
../input/data/train/images/000261_female_Asian_58/normal.jpg,16,88
../input/data/train/images/000262_male_Asian_56/incorrect_mask.jpg,7,89
../input/data/train/images/000262_male_Asian_56/mask3.jpg,1,89
../input/data/train/images/000262_male_Asian_56/normal.jpg,13,89
../input/data/train/images/000263_female_Asian_48/incorrect_mask.jpg,10,90
../input/data/train/images/000263_female_Asian_48/mask3.jpg,4,90
../input/data/train/images/000263_female_Asian_48/normal.jpg,16,90
../input/data/train/images/000264_female_Asian_51/incorrect_mask.jpg,10,91
../input/data/train/images/000264_female_Asian_51/mask4.jpg,4,91
../input/data/train/images/000264_female_Asian_51/normal.jpg,16,91
../input/data/train/images/000265_female_Asian_58/incorrect_mask.jpg,10,92
../input/data/train/images/000265_female_Asian_58/mask5.jpg,4,92
../input/data/train/images/000265_female_Asian_58/normal.jpg,16,92
../input/data/train/images/000266_female_Asian_58/incorrect_mask.jpg,10,93
../input/data/train/images/000266_female_Asian_58/mask4.jpg,4,93
../input/data/train/images/000266_female_Asian_58/normal.jpg,16,93
../input/data/train/images/000267_male_Asian_58/incorrect_mask.jpg,7,94
../input/data/train/images/000267_male_Asian_58/mask1.jpg,1,94
../input/data/train/images/000267_male_Asian_58/normal.jpg,13,94
../input/data/train/images/000268_male_Asian_59/incorrect_mask.jpg,7,95
../input/data/train/images/000268_male_Asian_59/mask5.jpg,1,95
../input/data/train/images/000268_male_Asian_59/normal.jpg,13,95
../input/data/train/images/000269_male_Asian_56/incorrect_mask.jpg,7,96
../input/data/train/images/000269_male_Asian_56/mask4.jpg,1,96
../input/data/train/images/000269_male_Asian_56/normal.jpg,13,96
../input/data/train/images/000270_female_Asian_49/incorrect_mask.jpg,10,97
../input/data/train/images/000270_female_Asian_49/mask5.jpg,4,97
../input/data/train/images/000270_female_Asian_49/normal.jpg,16,97
../input/data/train/images/000272_female_Asian_52/incorrect_mask.jpg,10,98
../input/data/train/images/000272_female_Asian_52/mask5.jpg,4,98
../input/data/train/images/000272_female_Asian_52/normal.jpg,16,98
../input/data/train/images/000273_female_Asian_56/incorrect_mask.jpg,10,99
../input/data/train/images/000273_female_Asian_56/mask2.jpg,4,99
../input/data/train/images/000273_female_Asian_56/normal.jpg,16,99
../input/data/train/images/000274_female_Asian_54/incorrect_mask.jpg,10,100
../input/data/train/images/000274_female_Asian_54/mask5.jpg,4,100
../input/data/train/images/000274_female_Asian_54/normal.jpg,16,100
../input/data/train/images/000275_female_Asian_54/incorrect_mask.jpg,10,101
../input/data/train/images/000275_female_Asian_54/mask1.jpg,4,101
../input/data/train/images/000275_female_Asian_54/normal.jpg,16,101
../input/data/train/images/000276_female_Asian_58/incorrect_mask.jpg,10,102
../input/data/train/images/000276_female_Asian_58/mask4.jpg,4,102
../input/data/train/images/000276_female_Asian_58/normal.jpg,16,102
../input/data/train/images/000277_female_Asian_54/incorrect_mask.jpg,10,103
../input/data/train/images/000277_female_Asian_54/mask3.jpg,4,103
../input/data/train/images/000277_female_Asian_54/normal.jpg,16,103
../input/data/train/images/000278_female_Asian_54/incorrect_mask.jpg,10,104
../input/data/train/images/000278_female_Asian_54/mask4.jpg,4,104
../input/data/train/images/000278_female_Asian_54/normal.jpg,16,104
../input/data/train/images/000279_female_Asian_54/incorrect_mask.jpg,10,105
../input/data/train/images/000279_female_Asian_54/mask3.jpg,4,105
../input/data/train/images/000279_female_Asian_54/normal.jpg,16,105
../input/data/train/images/000280_female_Asian_54/incorrect_mask.jpg,10,106
../input/data/train/images/000280_female_Asian_54/mask2.jpg,4,106
../input/data/train/images/000280_female_Asian_54/normal.jpg,16,106
../input/data/train/images/000282_female_Asian_59/incorrect_mask.jpg,10,107
../input/data/train/images/000282_female_Asian_59/mask1.jpg,4,107
../input/data/train/images/000282_female_Asian_59/normal.jpg,16,107
../input/data/train/images/000283_female_Asian_57/incorrect_mask.jpg,10,108
../input/data/train/images/000283_female_Asian_57/mask1.jpg,4,108
../input/data/train/images/000283_female_Asian_57/normal.jpg,16,108
../input/data/train/images/000285_female_Asian_54/incorrect_mask.jpg,10,109
../input/data/train/images/000285_female_Asian_54/mask3.jpg,4,109
../input/data/train/images/000285_female_Asian_54/normal.jpg,16,109
../input/data/train/images/000286_female_Asian_51/incorrect_mask.jpg,10,110
../input/data/train/images/000286_female_Asian_51/mask3.jpg,4,110
../input/data/train/images/000286_female_Asian_51/normal.jpg,16,110
../input/data/train/images/000288_female_Asian_51/incorrect_mask.jpg,10,111
../input/data/train/images/000288_female_Asian_51/mask5.jpg,4,111
../input/data/train/images/000288_female_Asian_51/normal.jpg,16,111
../input/data/train/images/000292_female_Asian_57/incorrect_mask.jpg,10,112
../input/data/train/images/000292_female_Asian_57/mask5.jpg,4,112
../input/data/train/images/000292_female_Asian_57/normal.jpg,16,112
../input/data/train/images/000293_female_Asian_57/incorrect_mask.jpg,10,113
../input/data/train/images/000293_female_Asian_57/mask2.jpg,4,113
../input/data/train/images/000293_female_Asian_57/normal.jpg,16,113
../input/data/train/images/000294_female_Asian_53/incorrect_mask.jpg,10,114
../input/data/train/images/000294_female_Asian_53/mask5.jpg,4,114
../input/data/train/images/000294_female_Asian_53/normal.jpg,16,114
../input/data/train/images/000295_female_Asian_56/incorrect_mask.jpg,10,115
../input/data/train/images/000295_female_Asian_56/mask3.jpg,4,115
../input/data/train/images/000295_female_Asian_56/normal.jpg,16,115
../input/data/train/images/000296_female_Asian_57/incorrect_mask.jpg,10,116
../input/data/train/images/000296_female_Asian_57/mask2.jpg,4,116
../input/data/train/images/000296_female_Asian_57/normal.jpg,16,116
../input/data/train/images/000297_female_Asian_53/incorrect_mask.jpg,10,117
../input/data/train/images/000297_female_Asian_53/mask2.jpg,4,117
../input/data/train/images/000297_female_Asian_53/normal.jpg,16,117
../input/data/train/images/000299_female_Asian_57/incorrect_mask.jpg,10,118
../input/data/train/images/000299_female_Asian_57/mask4.jpg,4,118
../input/data/train/images/000299_female_Asian_57/normal.jpg,16,118
../input/data/train/images/000301_female_Asian_55/incorrect_mask.jpg,10,119
../input/data/train/images/000301_female_Asian_55/mask5.jpg,4,119
../input/data/train/images/000301_female_Asian_55/normal.jpg,16,119
../input/data/train/images/000302_female_Asian_56/incorrect_mask.jpg,10,120
../input/data/train/images/000302_female_Asian_56/mask5.jpg,4,120
../input/data/train/images/000302_female_Asian_56/normal.jpg,16,120
../input/data/train/images/000304_female_Asian_51/incorrect_mask.jpg,10,121
../input/data/train/images/000304_female_Asian_51/mask2.jpg,4,121
../input/data/train/images/000304_female_Asian_51/normal.jpg,16,121
../input/data/train/images/000309_male_Asian_29/incorrect_mask.jpg,6,122
../input/data/train/images/000309_male_Asian_29/mask1.jpg,0,122
../input/data/train/images/000309_male_Asian_29/normal.jpg,12,122
../input/data/train/images/000311_female_Asian_58/incorrect_mask.jpg,10,123
../input/data/train/images/000311_female_Asian_58/mask5.jpg,4,123
../input/data/train/images/000311_female_Asian_58/normal.jpg,16,123
../input/data/train/images/000312_female_Asian_57/incorrect_mask.jpg,10,124
../input/data/train/images/000312_female_Asian_57/mask3.jpg,4,124
../input/data/train/images/000312_female_Asian_57/normal.jpg,16,124
../input/data/train/images/000313_female_Asian_54/incorrect_mask.jpg,10,125
../input/data/train/images/000313_female_Asian_54/mask4.jpg,4,125
../input/data/train/images/000313_female_Asian_54/normal.jpg,16,125
../input/data/train/images/000334_female_Asian_52/incorrect_mask.jpg,10,126
../input/data/train/images/000334_female_Asian_52/mask1.jpg,4,126
../input/data/train/images/000334_female_Asian_52/normal.jpg,16,126
../input/data/train/images/000336_female_Asian_56/incorrect_mask.jpg,10,127
../input/data/train/images/000336_female_Asian_56/mask2.jpg,4,127
../input/data/train/images/000336_female_Asian_56/normal.jpg,16,127
../input/data/train/images/000344_female_Asian_57/incorrect_mask.jpg,10,128
../input/data/train/images/000344_female_Asian_57/mask2.jpg,4,128
../input/data/train/images/000344_female_Asian_57/normal.jpg,16,128
../input/data/train/images/000348_male_Asian_58/incorrect_mask.jpg,7,129
../input/data/train/images/000348_male_Asian_58/mask3.jpg,1,129
../input/data/train/images/000348_male_Asian_58/normal.jpg,13,129
../input/data/train/images/000356_female_Asian_58/incorrect_mask.jpg,10,130
../input/data/train/images/000356_female_Asian_58/mask2.jpg,4,130
../input/data/train/images/000356_female_Asian_58/normal.jpg,16,130
../input/data/train/images/000357_female_Asian_55/incorrect_mask.jpg,10,131
../input/data/train/images/000357_female_Asian_55/mask5.jpg,4,131
../input/data/train/images/000357_female_Asian_55/normal.jpg,16,131
../input/data/train/images/000376_female_Asian_59/incorrect_mask.jpg,10,132
../input/data/train/images/000376_female_Asian_59/mask2.jpg,4,132
../input/data/train/images/000376_female_Asian_59/normal.jpg,16,132
../input/data/train/images/000378_female_Asian_55/incorrect_mask.jpg,10,133
../input/data/train/images/000378_female_Asian_55/mask3.jpg,4,133
../input/data/train/images/000378_female_Asian_55/normal.jpg,16,133
../input/data/train/images/000381_female_Asian_59/incorrect_mask.jpg,10,134
../input/data/train/images/000381_female_Asian_59/mask5.jpg,4,134
../input/data/train/images/000381_female_Asian_59/normal.jpg,16,134
../input/data/train/images/000498_female_Asian_56/incorrect_mask.jpg,10,135
../input/data/train/images/000498_female_Asian_56/mask5.jpg,4,135
../input/data/train/images/000498_female_Asian_56/normal.jpg,16,135
../input/data/train/images/000499_female_Asian_58/incorrect_mask.jpg,10,136
../input/data/train/images/000499_female_Asian_58/mask3.jpg,4,136
../input/data/train/images/000499_female_Asian_58/normal.jpg,16,136
../input/data/train/images/000511_female_Asian_55/incorrect_mask.jpg,10,137
../input/data/train/images/000511_female_Asian_55/mask4.jpg,4,137
../input/data/train/images/000511_female_Asian_55/normal.jpg,16,137
../input/data/train/images/000512_female_Asian_55/incorrect_mask.jpg,10,138
../input/data/train/images/000512_female_Asian_55/mask3.jpg,4,138
../input/data/train/images/000512_female_Asian_55/normal.jpg,16,138
../input/data/train/images/000513_female_Asian_58/incorrect_mask.jpg,10,139
../input/data/train/images/000513_female_Asian_58/mask3.jpg,4,139
../input/data/train/images/000513_female_Asian_58/normal.jpg,16,139
../input/data/train/images/000514_female_Asian_59/incorrect_mask.jpg,10,140
../input/data/train/images/000514_female_Asian_59/mask2.jpg,4,140
../input/data/train/images/000514_female_Asian_59/normal.jpg,16,140
