ImageID,ans,type
../input/data/train/images/003265_female_Asian_20/incorrect_mask.jpg,110,train
../input/data/train/images/006667_male_Asian_19/mask5.jpg,000,train
../input/data/train/images/005291_male_Asian_51/mask3.jpg,001,train
../input/data/train/images/001376_female_Asian_58/normal.jpg,211,train
../input/data/train/images/001705_male_Asian_37/mask1.jpg,001,train
../input/data/train/images/004353_male_Asian_60/normal.jpg,202,train
../input/data/train/images/004288_female_Asian_60/mask4.jpg,012,train
../input/data/train/images/000600-1_female_Asian_54/mask2.jpg,011,train
../input/data/train/images/003723_female_Asian_60/normal.jpg,212,val
../input/data/train/images/006742_male_Asian_19/normal.jpg,200,val
../input/data/train/images/000047_male_Asian_58/normal.jpg,201,train
../input/data/train/images/003943_male_Asian_54/mask1.jpg,001,train
../input/data/train/images/001530_female_Asian_22/normal.jpg,210,train
../input/data/train/images/003728_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/003914_male_Asian_41/mask1.jpg,001,train
../input/data/train/images/003874_male_Asian_60/incorrect_mask.jpg,102,val
../input/data/train/images/003069_female_Asian_19/normal.jpg,210,val
../input/data/train/images/006943_male_Asian_20/normal.jpg,200,train
../input/data/train/images/003454_female_Asian_60/mask1.jpg,012,val
../input/data/train/images/001852_male_Asian_48/mask1.jpg,001,train
../input/data/train/images/001903_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/003181_female_Asian_19/mask3.jpg,010,train
../input/data/train/images/003943_male_Asian_54/mask2.jpg,001,train
../input/data/train/images/006441_female_Asian_18/mask4.jpg,010,train
../input/data/train/images/006386_male_Asian_19/normal.jpg,200,train
../input/data/train/images/004469_male_Asian_25/mask1.jpg,000,train
../input/data/train/images/003546_male_Asian_60/mask1.jpg,002,train
../input/data/train/images/003711_female_Asian_58/incorrect_mask.jpg,111,train
../input/data/train/images/006090_male_Asian_19/incorrect_mask.jpg,100,val
../input/data/train/images/001175_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/004233_female_Asian_60/mask1.jpg,012,train
../input/data/train/images/001564_male_Asian_22/incorrect_mask.jpg,100,val
../input/data/train/images/001244_male_Asian_23/normal.jpg,200,train
../input/data/train/images/001235_male_Asian_20/normal.jpg,200,train
../input/data/train/images/000576_female_Asian_56/mask2.jpg,011,val
../input/data/train/images/001430_male_Asian_52/mask1.jpg,001,train
../input/data/train/images/000728_female_Asian_58/incorrect_mask.jpg,111,train
../input/data/train/images/001183-1_male_Asian_25/mask2.jpg,000,train
../input/data/train/images/004285_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/003735_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001355_female_Asian_22/incorrect_mask.jpg,110,train
../input/data/train/images/004446_male_Asian_40/normal.jpg,201,val
../input/data/train/images/003220_female_Asian_20/mask4.jpg,010,val
../input/data/train/images/005174_male_Asian_31/incorrect_mask.jpg,101,train
../input/data/train/images/001043_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/000728_female_Asian_58/normal.jpg,211,train
../input/data/train/images/005286_male_Asian_19/normal.jpg,200,train
../input/data/train/images/005010_female_Asian_27/incorrect_mask.jpg,110,train
../input/data/train/images/004340_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/001919_female_Asian_53/mask3.jpg,011,train
../input/data/train/images/005263_male_Asian_20/incorrect_mask.jpg,100,val
../input/data/train/images/000235_male_Asian_57/incorrect_mask.jpg,101,val
../input/data/train/images/001341_male_Asian_58/incorrect_mask.jpg,101,val
../input/data/train/images/003192_female_Asian_19/normal.jpg,210,train
../input/data/train/images/004217_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/003071_female_Asian_20/mask2.jpg,010,train
../input/data/train/images/001597_male_Asian_60/normal.jpg,202,train
../input/data/train/images/003317_female_Asian_19/mask5.jpg,010,train
../input/data/train/images/000596_female_Asian_55/mask2.jpg,011,val
../input/data/train/images/001098_male_Asian_23/normal.jpg,200,train
../input/data/train/images/003564_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001518_male_Asian_60/normal.jpg,202,train
../input/data/train/images/006674_male_Asian_19/incorrect_mask.jpg,100,train
../input/data/train/images/001556_female_Asian_60/mask1.jpg,012,train
../input/data/train/images/001540_male_Asian_60/normal.jpg,202,train
../input/data/train/images/005468_female_Asian_26/mask4.jpg,010,train
../input/data/train/images/005277_male_Asian_23/normal.jpg,200,train
../input/data/train/images/004463_female_Asian_60/normal.jpg,212,train
../input/data/train/images/000292_female_Asian_57/mask3.jpg,011,val
../input/data/train/images/001047_male_Asian_60/mask3.jpg,002,val
../input/data/train/images/003702_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/001277_male_Asian_24/normal.jpg,200,train
../input/data/train/images/003392_female_Asian_19/incorrect_mask.jpg,110,train
../input/data/train/images/005252_male_Asian_21/normal.jpg,200,train
../input/data/train/images/003535_male_Asian_52/incorrect_mask.jpg,101,train
../input/data/train/images/005106_female_Asian_54/normal.jpg,211,train
../input/data/train/images/004259_male_Asian_60/normal.jpg,202,train
../input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,111,train
../input/data/train/images/003357_female_Asian_20/normal.jpg,210,train
../input/data/train/images/003123_female_Asian_19/incorrect_mask.jpg,110,val
../input/data/train/images/003517_male_Asian_58/incorrect_mask.jpg,101,train
../input/data/train/images/001172_female_Asian_60/mask5.jpg,012,val
../input/data/train/images/001194_male_Asian_25/incorrect_mask.jpg,100,train
../input/data/train/images/004080_female_Asian_60/normal.jpg,212,train
../input/data/train/images/001464_male_Asian_60/normal.jpg,202,train
../input/data/train/images/001235_male_Asian_20/incorrect_mask.jpg,100,train
../input/data/train/images/003736_female_Asian_60/mask1.jpg,012,val
../input/data/train/images/000825_male_Asian_53/normal.jpg,201,val
../input/data/train/images/003032_female_Asian_20/incorrect_mask.jpg,110,train
../input/data/train/images/003639_male_Asian_60/mask1.jpg,002,train
../input/data/train/images/003841_female_Asian_58/normal.jpg,211,train
../input/data/train/images/000669_female_Asian_58/normal.jpg,211,val
../input/data/train/images/001973_female_Asian_56/mask2.jpg,011,train
../input/data/train/images/006596_male_Asian_19/incorrect_mask.jpg,100,val
../input/data/train/images/001543_female_Asian_60/normal.jpg,212,train
../input/data/train/images/004265_male_Asian_60/normal.jpg,202,val
../input/data/train/images/006443_female_Asian_18/mask4.jpg,010,train
../input/data/train/images/005261_male_Asian_20/mask2.jpg,000,val
../input/data/train/images/001331_female_Asian_23/incorrect_mask.jpg,110,val
../input/data/train/images/006393_male_Asian_19/normal.jpg,200,train
../input/data/train/images/006596_male_Asian_19/normal.jpg,200,val
../input/data/train/images/006132_male_Asian_19/incorrect_mask.png,100,train
../input/data/train/images/001382_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/001565_male_Asian_60/normal.jpg,202,train
../input/data/train/images/001132_female_Asian_43/mask2.jpg,011,train
../input/data/train/images/004384_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/001293_female_Asian_24/normal.jpg,210,val
../input/data/train/images/005412_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/000357_female_Asian_55/normal.jpg,211,train
../input/data/train/images/004006_male_Asian_54/normal.jpg,201,val
../input/data/train/images/003816_male_Asian_57/incorrect_mask.jpg,101,train
../input/data/train/images/001851_male_Asian_25/incorrect_mask.jpg,100,train
../input/data/train/images/004380_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/000675_female_Asian_59/mask1.jpg,011,train
../input/data/train/images/000560_female_Asian_55/mask1.jpg,011,val
../input/data/train/images/003448_female_Asian_54/incorrect_mask.jpg,111,train
../input/data/train/images/004485_male_Asian_57/normal.jpg,201,train
../input/data/train/images/001548_female_Asian_24/mask3.jpg,010,val
../input/data/train/images/001597_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/004093_female_Asian_58/normal.jpg,211,train
../input/data/train/images/001525_female_Asian_60/normal.jpg,212,train
../input/data/train/images/006613_male_Asian_19/normal.jpeg,200,val
../input/data/train/images/001597_male_Asian_60/mask3.jpg,002,train
../input/data/train/images/001459_female_Asian_60/normal.jpg,212,train
../input/data/train/images/001639_male_Asian_18/incorrect_mask.jpg,100,val
../input/data/train/images/003702_female_Asian_60/mask1.jpg,012,train
../input/data/train/images/003026_female_Asian_20/incorrect_mask.jpg,110,train
../input/data/train/images/004303_male_Asian_60/normal.jpg,202,train
../input/data/train/images/003723_female_Asian_60/mask5.jpg,012,train
../input/data/train/images/000225_female_Asian_25/incorrect_mask.jpg,110,val
../input/data/train/images/001517-1_female_Asian_23/incorrect_mask.jpg,110,train
../input/data/train/images/003843_male_Asian_55/incorrect_mask.jpg,101,train
../input/data/train/images/003080_female_Asian_19/normal.jpg,210,val
../input/data/train/images/003601_male_Asian_55/mask5.jpg,001,train
../input/data/train/images/003569_female_Asian_60/mask4.jpg,012,val
../input/data/train/images/004264_female_Asian_60/mask1.jpg,012,train
../input/data/train/images/006159_male_Asian_20/mask1.png,000,train
../input/data/train/images/000733_female_Asian_56/normal.jpg,211,train
../input/data/train/images/001457_male_Asian_59/normal.jpg,201,train
../input/data/train/images/005105_male_Asian_33/normal.jpg,201,val
../input/data/train/images/006360_female_Asian_18/incorrect_mask.jpg,110,train
../input/data/train/images/006139_male_Asian_19/mask4.png,000,train
../input/data/train/images/003811_male_Asian_60/normal.jpg,202,train
../input/data/train/images/006350_female_Asian_18/incorrect_mask.jpg,110,train
../input/data/train/images/006161_male_Asian_20/incorrect_mask.png,100,train
../input/data/train/images/006373_male_Asian_19/mask4.jpg,000,train
../input/data/train/images/006626_male_Asian_19/incorrect_mask.jpg,100,train
../input/data/train/images/004090_female_Asian_55/incorrect_mask.jpg,111,train
../input/data/train/images/000238_male_Asian_57/mask4.jpg,001,train
../input/data/train/images/005143_female_Asian_29/mask2.jpg,010,val
../input/data/train/images/003742_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/000782_female_Asian_58/incorrect_mask.jpg,111,train
../input/data/train/images/004466_male_Asian_60/incorrect_mask.jpg,102,val
../input/data/train/images/003981_male_Asian_60/incorrect_mask.jpg,102,val
../input/data/train/images/003587_female_Asian_58/incorrect_mask.jpg,111,train
../input/data/train/images/004090_female_Asian_55/normal.jpg,211,train
../input/data/train/images/003664_male_Asian_60/mask2.jpg,002,val
../input/data/train/images/004357_male_Asian_60/mask4.jpg,002,train
../input/data/train/images/001617_female_Asian_37/normal.jpg,211,train
../input/data/train/images/004283_male_Asian_60/mask3.jpg,002,train
../input/data/train/images/005282_male_Asian_19/incorrect_mask.jpg,100,train
../input/data/train/images/004373_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001152_male_Asian_60/mask5.jpg,002,train
../input/data/train/images/001451_female_Asian_52/incorrect_mask.jpg,111,train
../input/data/train/images/001840-1_male_Asian_22/normal.jpg,200,train
../input/data/train/images/001766_female_Asian_53/normal.jpg,211,train
../input/data/train/images/006347_female_Asian_18/incorrect_mask.jpg,110,train
../input/data/train/images/003355_female_Asian_19/incorrect_mask.jpg,110,train
../input/data/train/images/004072_male_Asian_55/mask2.jpg,001,train
../input/data/train/images/005488_male_Asian_50/mask1.jpg,001,train
../input/data/train/images/000309_male_Asian_29/normal.jpg,200,train
../input/data/train/images/001188_male_Asian_60/incorrect_mask.jpg,102,val
../input/data/train/images/001716_male_Asian_27/incorrect_mask.jpg,100,train
../input/data/train/images/004284_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/003058_female_Asian_20/mask4.jpg,010,train
../input/data/train/images/004288_female_Asian_60/incorrect_mask.jpg,112,val
../input/data/train/images/003791_female_Asian_50/mask4.jpg,011,train
../input/data/train/images/003379_female_Asian_20/mask5.jpg,010,train
../input/data/train/images/005046_female_Asian_54/incorrect_mask.jpg,111,val
../input/data/train/images/005520_female_Asian_51/mask2.jpg,011,train
../input/data/train/images/005026_male_Asian_60/mask4.jpg,002,train
../input/data/train/images/003524_male_Asian_56/incorrect_mask.jpg,101,val
../input/data/train/images/001171_male_Asian_20/mask1.jpg,000,train
../input/data/train/images/003793_female_Asian_44/mask2.jpg,011,val
../input/data/train/images/006099_male_Asian_19/mask4.jpg,000,train
../input/data/train/images/003754_male_Asian_52/incorrect_mask.jpg,101,val
../input/data/train/images/004490_male_Asian_21/incorrect_mask.jpg,100,train
../input/data/train/images/006631_female_Asian_19/mask5.jpg,010,train
../input/data/train/images/004279_female_Asian_60/mask4.jpg,012,train
../input/data/train/images/001277_male_Asian_24/incorrect_mask.jpg,100,train
../input/data/train/images/006480_female_Asian_18/normal.jpg,210,train
../input/data/train/images/003736_female_Asian_60/incorrect_mask.jpg,112,val
../input/data/train/images/005412_female_Asian_60/mask2.jpg,012,train
../input/data/train/images/000357_female_Asian_55/incorrect_mask.jpg,111,train
../input/data/train/images/006421_female_Asian_18/normal.jpg,210,val
../input/data/train/images/003945_male_Asian_53/mask3.jpg,001,train
../input/data/train/images/005446_female_Asian_60/incorrect_mask.jpg,112,val
../input/data/train/images/003937_male_Asian_58/mask4.jpg,001,val
../input/data/train/images/006347_female_Asian_18/normal.jpg,210,train
../input/data/train/images/000829_female_Asian_55/mask1.jpg,011,train
../input/data/train/images/006393_male_Asian_19/mask4.jpg,000,train
../input/data/train/images/003766_male_Asian_38/incorrect_mask.jpg,101,train
../input/data/train/images/004382_female_Asian_55/mask1.jpg,011,val
../input/data/train/images/003866_male_Asian_40/incorrect_mask.jpg,101,train
../input/data/train/images/006742_male_Asian_19/incorrect_mask.jpg,100,val
../input/data/train/images/004490_male_Asian_21/normal.jpg,200,train
../input/data/train/images/003715_male_Asian_60/mask3.jpg,002,train
../input/data/train/images/001132_female_Asian_43/incorrect_mask.jpg,111,train
../input/data/train/images/000765_female_Asian_57/mask4.jpg,011,train
../input/data/train/images/001102_female_Asian_60/normal.jpg,212,train
../input/data/train/images/003586_male_Asian_60/mask2.jpg,002,train
../input/data/train/images/001068_female_Asian_25/mask5.jpg,010,train
../input/data/train/images/004094_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001920_female_Asian_60/incorrect_mask.jpg,112,val
../input/data/train/images/006529_female_Asian_20/incorrect_mask.jpeg,110,train
../input/data/train/images/003469_female_Asian_55/mask5.jpg,011,train
../input/data/train/images/003666_male_Asian_60/normal.jpg,202,train
../input/data/train/images/005025_female_Asian_60/mask2.jpg,012,train
../input/data/train/images/003367_female_Asian_19/normal.jpg,210,train
../input/data/train/images/004348_male_Asian_59/incorrect_mask.jpg,101,val
../input/data/train/images/000830_female_Asian_55/incorrect_mask.jpg,111,train
../input/data/train/images/001851_male_Asian_25/normal.jpg,200,train
../input/data/train/images/005442_female_Asian_22/normal.jpg,210,val
../input/data/train/images/005277_male_Asian_23/incorrect_mask.jpg,100,train
../input/data/train/images/006406_female_Asian_18/normal.jpg,210,train
../input/data/train/images/004264_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/003672_male_Asian_58/normal.jpg,201,train
../input/data/train/images/004283_male_Asian_60/mask5.jpg,002,train
../input/data/train/images/000243_female_Asian_58/incorrect_mask.jpg,111,val
../input/data/train/images/006213_male_Asian_19/incorrect_mask.jpg,100,train
../input/data/train/images/004385_male_Asian_60/normal.jpg,202,train
../input/data/train/images/003801_female_Asian_49/incorrect_mask.jpg,111,train
../input/data/train/images/001024-1_female_Asian_24/mask1.jpg,010,train
../input/data/train/images/005418_male_Asian_60/mask5.jpg,002,train
../input/data/train/images/001363_female_Asian_60/mask5.jpg,012,train
../input/data/train/images/001430_male_Asian_52/mask4.jpg,001,train
../input/data/train/images/001106_female_Asian_60/mask3.jpg,012,train
../input/data/train/images/001347_female_Asian_22/mask4.jpg,010,train
../input/data/train/images/004241_male_Asian_60/incorrect_mask.jpg,102,val
../input/data/train/images/006424_female_Asian_18/normal.jpg,210,train
../input/data/train/images/005291_male_Asian_51/incorrect_mask.jpg,101,train
../input/data/train/images/003302_female_Asian_18/incorrect_mask.jpg,110,train
../input/data/train/images/003459_female_Asian_48/mask2.jpg,011,train
../input/data/train/images/005026_male_Asian_60/mask2.jpg,002,train
../input/data/train/images/003837_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/006178_female_Asian_19/normal.png,210,train
../input/data/train/images/003331_female_Asian_20/mask2.jpg,010,train
../input/data/train/images/003502_male_Asian_41/normal.jpg,201,train
../input/data/train/images/001482_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/005281_male_Asian_22/incorrect_mask.jpg,100,train
../input/data/train/images/006399_male_Asian_19/mask3.jpg,000,train
../input/data/train/images/001382_female_Asian_60/normal.jpg,212,train
../input/data/train/images/003533_male_Asian_59/normal.jpg,201,train
../input/data/train/images/006502_male_Asian_26/normal.jpeg,200,train
../input/data/train/images/001792_male_Asian_26/normal.jpg,200,train
../input/data/train/images/003390_female_Asian_20/normal.jpg,210,val
../input/data/train/images/001505_female_Asian_24/mask3.jpg,010,train
../input/data/train/images/006244_male_Asian_19/normal.png,200,train
../input/data/train/images/001758_male_Asian_55/mask5.jpg,001,train
../input/data/train/images/001595_male_Asian_57/mask4.jpg,001,train
../input/data/train/images/006565_male_Asian_20/mask4.jpg,000,train
../input/data/train/images/005045_male_Asian_60/normal.jpg,202,train
../input/data/train/images/003429_female_Asian_51/incorrect_mask.jpg,111,val
../input/data/train/images/003552_female_Asian_60/normal.jpg,212,train
../input/data/train/images/001497_male_Asian_60/normal.jpg,202,val
../input/data/train/images/003817_male_Asian_54/incorrect_mask.jpg,101,val
../input/data/train/images/004252_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/006729_male_Asian_19/normal.jpg,200,val
../input/data/train/images/003754_male_Asian_52/normal.jpg,201,val
../input/data/train/images/001104_female_Asian_58/normal.jpg,211,val
../input/data/train/images/004081_female_Asian_60/mask4.jpg,012,val
../input/data/train/images/001593_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/001479_female_Asian_57/incorrect_mask.jpg,111,train
../input/data/train/images/004484_male_Asian_20/normal.jpg,200,train
../input/data/train/images/004386_female_Asian_60/mask1.jpg,012,train
../input/data/train/images/000801_male_Asian_59/mask3.jpg,001,train
../input/data/train/images/005174_male_Asian_31/normal.jpg,201,train
../input/data/train/images/005258_male_Asian_22/normal.jpg,200,val
../input/data/train/images/004004_male_Asian_59/incorrect_mask.jpg,101,train
../input/data/train/images/003811_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/006651_male_Asian_19/mask5.jpeg,000,train
../input/data/train/images/005513_female_Asian_48/mask1.jpg,011,train
../input/data/train/images/003765_male_Asian_57/mask1.jpg,001,val
../input/data/train/images/006355_female_Asian_18/mask3.jpg,010,train
../input/data/train/images/001710_male_Asian_58/mask1.jpg,001,train
../input/data/train/images/003104_female_Asian_19/mask3.jpg,010,train
../input/data/train/images/003223_female_Asian_18/mask5.jpg,010,train
../input/data/train/images/004380_female_Asian_60/mask3.jpg,012,train
../input/data/train/images/006522_female_Asian_19/mask2.jpeg,010,val
../input/data/train/images/004236_male_Asian_60/normal.jpg,202,val
../input/data/train/images/003546_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/005263_male_Asian_20/normal.jpg,200,val
../input/data/train/images/005291_male_Asian_51/normal.jpg,201,train
../input/data/train/images/003695_male_Asian_49/mask1.jpg,001,val
../input/data/train/images/003442_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/003759_male_Asian_50/mask3.jpg,001,train
../input/data/train/images/003702_female_Asian_60/normal.jpg,212,train
../input/data/train/images/003185_female_Asian_19/mask2.jpg,010,train
../input/data/train/images/003355_female_Asian_19/normal.jpg,210,train
../input/data/train/images/006360_female_Asian_18/normal.jpg,210,train
../input/data/train/images/001143_female_Asian_35/mask1.jpg,011,train
../input/data/train/images/003326_female_Asian_20/incorrect_mask.jpg,110,val
../input/data/train/images/005015_female_Asian_59/mask1.jpg,011,val
../input/data/train/images/003881_male_Asian_56/mask1.jpg,001,train
../input/data/train/images/003555_female_Asian_48/mask4.jpg,011,train
../input/data/train/images/005414_female_Asian_22/mask4.jpg,010,val
../input/data/train/images/005025_female_Asian_60/normal.jpg,212,train
../input/data/train/images/000543_male_Asian_35/mask2.jpg,001,train
../input/data/train/images/003772_female_Asian_60/incorrect_mask.jpg,112,val
../input/data/train/images/003664_male_Asian_60/mask1.jpg,002,val
../input/data/train/images/001175_male_Asian_60/mask1.jpg,002,train
../input/data/train/images/004389_female_Asian_36/mask2.jpg,011,train
../input/data/train/images/004354_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/005459_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001263_male_Asian_33/mask5.jpg,001,train
../input/data/train/images/005504_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/005268_male_Asian_21/mask2.jpg,000,train
../input/data/train/images/003056_female_Asian_20/normal.jpg,210,train
../input/data/train/images/004312_female_Asian_60/normal.jpg,212,train
../input/data/train/images/003873_male_Asian_58/mask2.jpg,001,train
../input/data/train/images/001639_male_Asian_18/normal.jpg,200,val
../input/data/train/images/003162_female_Asian_19/normal.jpg,210,val
../input/data/train/images/005025_female_Asian_60/mask4.jpg,012,train
../input/data/train/images/001173_male_Asian_30/mask1.jpg,001,train
../input/data/train/images/004006_male_Asian_54/incorrect_mask.jpg,101,val
../input/data/train/images/004252_male_Asian_60/mask5.jpg,002,val
../input/data/train/images/000225_female_Asian_25/mask2.jpg,010,train
../input/data/train/images/003557_female_Asian_51/mask2.jpg,011,train
../input/data/train/images/001487_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/005548_female_Asian_40/normal.jpg,211,train
../input/data/train/images/000033_male_Asian_57/mask3.jpg,001,train
../input/data/train/images/001457_male_Asian_59/incorrect_mask.jpg,101,train
../input/data/train/images/003769_female_Asian_60/incorrect_mask.jpg,112,val
../input/data/train/images/001055_female_Asian_25/mask3.jpg,010,train
../input/data/train/images/000636_female_Asian_51/incorrect_mask.jpg,111,train
../input/data/train/images/003859_male_Asian_60/mask1.jpg,002,val
../input/data/train/images/004094_male_Asian_60/normal.jpg,202,train
../input/data/train/images/004214_female_Asian_58/mask1.jpg,011,train
../input/data/train/images/004260_female_Asian_60/normal.jpg,212,train
../input/data/train/images/006161_male_Asian_20/normal.png,200,train
../input/data/train/images/004280_male_Asian_60/mask5.jpg,002,train
../input/data/train/images/006213_male_Asian_19/normal.jpg,200,train
../input/data/train/images/006596_male_Asian_19/mask2.jpg,000,val
../input/data/train/images/004469_male_Asian_25/mask3.jpg,000,train
../input/data/train/images/004283_male_Asian_60/incorrect_mask.jpg,102,val
../input/data/train/images/006243_male_Asian_19/mask4.png,000,train
../input/data/train/images/006136_male_Asian_19/incorrect_mask.png,100,val
../input/data/train/images/003437_female_Asian_30/normal.jpg,211,val
../input/data/train/images/004466_male_Asian_60/mask1.jpg,002,train
../input/data/train/images/001774-1_female_Asian_52/normal.jpg,211,train
../input/data/train/images/000268_male_Asian_59/mask2.jpg,001,train
../input/data/train/images/001487_female_Asian_60/mask4.jpg,012,train
../input/data/train/images/006419_female_Asian_18/mask2.jpg,010,train
../input/data/train/images/001864_female_Asian_26/normal.jpg,210,train
../input/data/train/images/000525_female_Asian_53/incorrect_mask.jpg,111,train
../input/data/train/images/003519_male_Asian_54/mask4.jpg,001,val
../input/data/train/images/001899_male_Asian_50/normal.jpg,201,train
../input/data/train/images/001444_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001527_female_Asian_60/mask4.jpg,012,train
../input/data/train/images/001487_female_Asian_60/normal.jpg,212,train
../input/data/train/images/001643_female_Asian_21/normal.jpg,210,train
../input/data/train/images/004322_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/001900_female_Asian_60/mask3.jpg,012,val
../input/data/train/images/003718_female_Asian_60/mask1.jpg,012,train
../input/data/train/images/006674_male_Asian_19/normal.jpg,200,train
../input/data/train/images/005105_male_Asian_33/incorrect_mask.jpg,101,val
../input/data/train/images/001063_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/000685_male_Asian_19/incorrect_mask.jpg,100,train
../input/data/train/images/005490_female_Asian_42/incorrect_mask.jpg,111,train
../input/data/train/images/004218_female_Asian_60/normal.jpg,212,train
../input/data/train/images/005044_male_Asian_51/mask5.jpg,001,train
../input/data/train/images/005287_male_Asian_22/incorrect_mask.jpg,100,train
../input/data/train/images/000678_female_Asian_52/incorrect_mask.jpg,111,train
../input/data/train/images/003586_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/003639_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001302_female_Asian_20/normal.jpg,210,train
../input/data/train/images/004357_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/006502_male_Asian_26/incorrect_mask.jpeg,100,train
../input/data/train/images/003712_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/001038_male_Asian_60/incorrect_mask.jpg,102,train
../input/data/train/images/004226_female_Asian_60/incorrect_mask.jpg,112,train
../input/data/train/images/004249_male_Asian_60/normal.jpg,202,train
../input/data/train/images/001530_female_Asian_22/incorrect_mask.jpg,110,train
../input/data/train/images/006107_male_Asian_18/mask3.jpg,000,train
../input/data/train/images/001420_male_Asian_49/normal.jpg,201,train
../input/data/train/images/006553_female_Asian_20/normal.jpeg,210,val
../input/data/train/images/006350_female_Asian_18/normal.jpg,210,train
../input/data/train/images/003123_female_Asian_19/normal.jpg,210,val
../input/data/train/images/000620_female_Asian_51/incorrect_mask.jpg,111,train
../input/data/train/images/001517-1_female_Asian_23/normal.jpg,210,train
